CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD ASISITENCIAL,CODPAT,DEPENDENCIA PATRIMONIAL,CODFU,DEPENDENCIA FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL,address,location,point,Latitude,Longitude,Altitude
370055,HOSPITAL GENERAL DE LA SANTÍSIMA TRINIDAD,"Pº DE CARMELITAS, 74-94",923269300.0,,923269787.0,372745,Salamanca,37,SALAMANCA,7,CASTILLA Y LEÓN,037007,106,1,GENERAL,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,S,,S,direccionmedica@fhgst.es,1,1,1,0,1,0,0,0,1,0,1,1,0,"Pº DE CARMELITAS, 74-94,Salamanca,037007","Plaza de las Carmelitas, Salamanca, Castilla y León 37007, Spain","(40.9690728256188, -5.66779732337415, 0.0)",40.9690728256188,-5.66779732337415,0.0
370074,HOSPITAL LOS MONTALVOS,"CARRETERA CIUDAD RODRIGO, S/N",923330163.0,923330164.0,923330418.0,370877,Carrascal de Barregas,37,SALAMANCA,7,CASTILLA Y LEÓN,037192,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,35,SANIDAD CASTILLA Y LEÓN-SACYL,N,N,S,370016.0,N,N,N,,N,gerencia.husa@saludcastillayleon.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CARRETERA CIUDAD RODRIGO, S/N,Carrascal de Barregas,037192","Carretera de Comarcal Zamora a Ciudad Rodrigo, Sando, Castilla y León 37468, Spain","(40.9756798263151, -6.09727538386688, 0.0)",40.9756798263151,-6.09727538386688,0.0
380012,COMPLEJO HOSPITALARIO UNIVERSITARIO NTRA. SRA. DE CANDELARIA,"CTRA. DEL ROSARIO, 145",922602000.0,,922602334.0,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038010,1066,1,GENERAL,1,SEGURIDAD SOCIAL,8,SERVICIO CANARIO DE SALUD,S,S,N,,N,N,S,,N,jdelsanx@gobienodecanarias.org,3,2,3,2,2,1,0,3,3,1,3,1,35,"CTRA. DEL ROSARIO, 145,Santa Cruz de Tenerife,038010","Carretera del Rosario 145, Santa Cruz de Tenerife, Canarias 38010, Spain","(28.4478361, -16.2881728, 0.0)",28.4478361,-16.2881728,0.0
380027,HOSPITAL UNIVERSITARIO NUESTRA SEÑORA DE CANDELARIA,"CTRA. DEL ROSARIO, 145",922602000.0,,922602334.0,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038010,0,1,GENERAL,1,SEGURIDAD SOCIAL,8,SERVICIO CANARIO DE SALUD,S,N,S,380012.0,N,N,S,,N,jdelsanx@gobiernodecanarias.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"CTRA. DEL ROSARIO, 145,Santa Cruz de Tenerife,038010","Carretera del Rosario 145, Santa Cruz de Tenerife, Canarias 38010, Spain","(28.4478361, -16.2881728, 0.0)",28.4478361,-16.2881728,0.0
380033,HOSPITAL DE OFRA,"LA CUESTA, S/N",922602000.0,,922602466.0,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038008,0,1,GENERAL,1,SEGURIDAD SOCIAL,8,SERVICIO CANARIO DE SALUD,S,N,S,380012.0,N,N,S,,N,jdelsanx@gobiernodecanarias.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"LA CUESTA, S/N,Santa Cruz de Tenerife,038008","Calle Santa Úrsula la Cuesta, Santa Cruz de Tenerife, Canarias 38008, Spain","(28.4729450336661, -16.2779392148193, 0.0)",28.4729450336661,-16.2779392148193,0.0
380048,UNIDADES CLÍNICAS Y DE REHABILITACIÓN DE SALUD MENTAL,"DOMINGO JOSÉ MANRIQUE, 2",922678061.0,,922241841.0,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038006,0,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,N,S,380326.0,N,N,S,,N,dirgerhuc.scs@gobiernodecanarias.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOMINGO JOSÉ MANRIQUE, 2,Santa Cruz de Tenerife,038006","Calle Domingo J. Manrique 2, Santa Cruz de Tenerife, Canarias 38006, Spain","(28.4696249, -16.2676989, 0.0)",28.4696249,-16.2676989,0.0
380051,HOSPITAL FEBLES CAMPOS,"DOMINGO JORGE MANRIQUE, 2",922843300.0,,922241841.0,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038006,258,13,GERIATRÍA Y/O LARGA ESTANCIA,7,DIPUTACIÓN O CABILDO,16,DIPUTACIÓN O CABILDO,N,N,N,,N,N,S,,S,epifanio@iass.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOMINGO JORGE MANRIQUE, 2,Santa Cruz de Tenerife,038006","Calle Jorge Manrique 2, Santa Cruz de Tenerife, Canarias 38005, Spain","(28.4612597, -16.2605999, 0.0)",28.4612597,-16.2605999,0.0
380064,HOSPITAL SAN JUAN DE DIOS,"CTRA. GENERAL  NORTE, 53",922645511.0,,922661208.0,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038009,152,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,Juan.Deleon@sjd.es,1,1,0,1,0,0,0,0,0,0,0,0,0,"CTRA. GENERAL  NORTE, 53,Santa Cruz de Tenerife,038009","Carretera General del Norte 53, Tacoronte, Canarias 38350, Spain","(28.4772282, -16.4140866, 0.0)",28.4772282,-16.4140866,0.0
380086,HOSPITAL QUIRÓN TENERIFE,"POETA RODRÍGUEZ HERRERA, 1",922280700.0,,922270908.0,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038006,187,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,info.tenerife@quiron.es,1,1,0,1,0,0,0,0,0,0,1,1,20,"POETA RODRÍGUEZ HERRERA, 1,Santa Cruz de Tenerife,038006","Calle del Poeta Rodríguez Herrera 1, Santa Cruz de Tenerife, Canarias 38006, Spain","(28.470917, -16.2666009, 0.0)",28.470917,-16.2666009,0.0
380099,VITHAS HOSPITAL SANTA CRUZ,"ENRIQUE WOLFSON, 8",922534733.0,,922281166.0,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038006,61,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,infotenerife@vithas.es,1,1,0,0,0,1,0,0,0,0,1,0,0,"ENRIQUE WOLFSON, 8,Santa Cruz de Tenerife,038006","Calle de Enrique Wolfson 8, Santa Cruz de Tenerife, Canarias 38006, Spain","(28.4716584, -16.2590074, 0.0)",28.4716584,-16.2590074,0.0
380103,"CLÍNICA PARQUE, S.A.","MÉNDEZ NÚÑEZ, 40",922274400.0,922274400.0,922247674.0,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038002,64,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,contabilidad@parquehospitales.es,1,1,0,0,0,0,0,0,0,0,1,1,0,"MÉNDEZ NÚÑEZ, 40,Santa Cruz de Tenerife,038002","Ruta de Los Dragos de Tenerife 40, Santa Cruz de Tenerife, Canarias 38002, Spain","(28.470830775275022, -16.2533982895916, 0.0)",28.470830775275022,-16.2533982895916,0.0
380146,HOSPITEN SUR,"SIETE ISLAS, 8 (PLAYA DE LAS AMÉRICAS)",922750022.0,,922793618.0,380064,Arona,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038660,242,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,clisur@hospiten.es,1,2,0,1,1,0,0,0,0,0,1,1,27,"SIETE ISLAS, 8 (PLAYA DE LAS AMÉRICAS),Arona,038660","Calle Siete Islas 8, Arona, Canarias 38650, Spain","(28.0583626, -16.7253717, 0.0)",28.0583626,-16.7253717,0.0
380178,HOSPITAL UNIVERSITARIO DE CANARIAS (H.U.C),"OFRA, S/N",922678061.0,,922653808.0,380239,San Cristóbal de La Laguna,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038320,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,N,S,380326.0,N,N,N,,N,dirgerhuc.scs@gobiernodecanarias.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"OFRA, S/N,San Cristóbal de La Laguna,038320","Barrio Nuevo de Ofra, San Cristóbal de la Laguna, Canarias 38320, Spain","(28.4608270444814, -16.2955932157462, 0.0)",28.4608270444814,-16.2955932157462,0.0
380197,HOSPITAL DE LA SANTÍSIMA TRINIDAD,CAMINO LAS GAVIOTAS Nº 22. BARRIO DEL BUEN PASO,922604510.0,,922321456.0,380223,Icod de los Vinos,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038430,99,13,GERIATRÍA Y/O LARGA ESTANCIA,7,DIPUTACIÓN O CABILDO,16,DIPUTACIÓN O CABILDO,N,N,N,,N,N,N,,S,epifanio@iass.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CAMINO LAS GAVIOTAS Nº 22. BARRIO DEL BUEN PASO,Icod de los Vinos,038430","Calle Las Gaviotas, Icod de los Vinos, Canarias 38434, Spain","(28.3864188229038, -16.6863036677573, 0.0)",28.3864188229038,-16.6863036677573,0.0
380201,CLÍNICA VIDA,"MAGNOLIAS, 2 (URBANIZACIÓN SAN MIGUEL)",922330550.0,,922331862.0,380260,"Orotava, La",38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038312,31,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,clinicasvida@clinicasvida.es,1,0,0,0,0,1,0,0,0,0,0,0,0,"MAGNOLIAS, 2 (URBANIZACIÓN SAN MIGUEL),Orotava, La,038312","Urbanización San Jorge 2, La Orotava, Canarias 38312, Spain","(28.388501350225162, -16.53641582828578, 0.0)",28.388501350225162,-16.53641582828578,0.0
380223,HOSPITAL BELLEVUE,"ALEMANIA, 4 (URB. SAN FERNANDO)",922368822.0,,922370312.0,380282,Puerto de la Cruz,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038400,195,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,bellevue@hospiten.com,1,1,0,0,0,0,0,0,0,0,1,1,4,"ALEMANIA, 4 (URB. SAN FERNANDO),Puerto de la Cruz,038400","Calle de Alemania 4, Puerto de la Cruz, Canarias 38400, Spain","(28.4073168, -16.5445436, 0.0)",28.4073168,-16.5445436,0.0
380244,HOSPITAL NUESTRA SEÑORA DE GUADALUPE,"EL LANGRERO, S/N",922140200.0,922140219.0,922140250.0,380368,San Sebastián de la Gomera,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038800,40,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,N,N,N,,N,N,N,,N,gersangom@gobiernodecanarias.org,1,0,0,0,0,0,0,0,0,0,1,0,9,"EL LANGRERO, S/N,San Sebastián de la Gomera,038800","Calle Langrero, San Sebastián de la Gomera, Canarias 38800, Spain","(28.1014201223731, -17.1242283106533, 0.0)",28.1014201223731,-17.1242283106533,0.0
380260,HOSPITAL NUESTRA SEÑORA DE LOS DOLORES,"SAN VICENTE DE PAÚL, 1",922423204.0,,922420552.0,380374,Santa Cruz de la Palma,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038700,144,13,GERIATRÍA Y/O LARGA ESTANCIA,7,DIPUTACIÓN O CABILDO,16,DIPUTACIÓN O CABILDO,N,N,N,,N,N,N,,S,jose.regidor@cablapalma.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"SAN VICENTE DE PAÚL, 1,Santa Cruz de la Palma,038700","Calle de San Vicente de Paúl 1, Santa Cruz de La Palma, Canarias 38700, Spain","(28.6858289, -17.763583, 0.0)",28.6858289,-17.763583,0.0
380276,HOSPITAL INSULAR NTRA. SRA. DE LOS REYES,"LOS BARRIALES, 1",922553500.0,,922553512.0,380488,Valverde,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038900,32,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,N,N,N,,N,N,N,,N,gerenciaseh.scs@gobiernodecanarias.org,1,0,0,0,0,0,0,0,0,0,1,0,9,"LOS BARRIALES, 1,Valverde,038900","Los Barriales, VE, Panama","(8.101460456848145, -81.01209259033203, 0.0)",8.101460456848145,-81.01209259033203,0.0
380282,HOSPITAL QUIRÓN COSTA ADEJE,URBANIZACIÓN SAN EUGENIO,922752626.0,,922796570.0,380012,Adeje,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038660,62,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,admision.adj@quiron.es,1,1,0,0,0,0,0,0,0,0,1,0,0,"URBANIZACIÓN SAN EUGENIO,Adeje,038660","Urbanización San Eugenio, Adeje, Canarias 38660, Spain","(28.0758062100604, -16.7270316868908, 0.0)",28.0758062100604,-16.7270316868908,0.0
380295,HOSPITAL RAMBLA S.L.,"RAMBLA SANTA CRUZ, 115",922291600.0,,922291088.0,380380,Santa Cruz de Tenerife,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038001,97,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,alicia.fernaud@hospiten.com,1,1,1,1,1,0,0,0,1,0,1,1,0,"RAMBLA SANTA CRUZ, 115,Santa Cruz de Tenerife,038001","Rambla de Santa Cruz 115, Santa Cruz de Tenerife, Canarias 38001, Spain","(28.4749661, -16.2514951, 0.0)",28.4749661,-16.2514951,0.0
380316,HOSPITAL GENERAL DE LA PALMA,"CARRETERA LA CUMBRE, 28. BUENAVISTA DE ARRIBA",922185000.0,922185077.0,922185084.0,380086,Breña Alta,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038713,198,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,N,N,,N,N,N,,N,raloalo@gobiernodecanarias.org,1,1,0,0,0,1,0,0,0,0,1,0,34,"CARRETERA LA CUMBRE, 28. BUENAVISTA DE ARRIBA,Breña Alta,038713","Carretera de la Cumbre, Breña Alta, Canarias 38713, Spain","(28.6689390397921, -17.7921732633692, 0.0)",28.6689390397921,-17.7921732633692,0.0
380326,COMPLEJO HOSPITALARIO UNIVERSITARIO DE CANARIAS,"OFRA, S/N",922678061.0,,922653808.0,380239,San Cristóbal de La Laguna,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038320,826,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,S,N,,N,N,N,,N,dirgerhuc.scs@gobiernodecanarias.org,4,2,2,3,5,1,0,3,2,0,2,1,14,"OFRA, S/N,San Cristóbal de La Laguna,038320","Barrio Nuevo de Ofra, San Cristóbal de la Laguna, Canarias 38320, Spain","(28.4608270444814, -16.2955932157462, 0.0)",28.4608270444814,-16.2955932157462,0.0
380337,HOSPITAL DEL NORTE,CALLE LAS GAVIOTAS Nº 22. BUEN PASO,822171471.0,,922653808.0,380223,Icod de los Vinos,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038437,0,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,N,N,S,380326.0,N,N,N,,N,dirgerhuc.scs@gobiernodecanarias.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"CALLE LAS GAVIOTAS Nº 22. BUEN PASO,Icod de los Vinos,038437","Calle Vizconde de Buen Paso 22, Icod de los Vinos, Canarias 38434, Spain","(28.381038794132635, -16.682384404132016, 0.0)",28.381038794132635,-16.682384404132016,0.0
380348,HOSPITAL DEL SUR,"CARRETERA DE ARONA S/N, EL MOJÓN",922174740.0,,922174743.0,380064,Arona,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038650,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,N,S,380012.0,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,"CARRETERA DE ARONA S/N, EL MOJÓN,Arona,038650",Germany,"(51.09328079223633, 10.380292892456055, 0.0)",51.09328079223633,10.380292892456055,0.0
380359,CLÍNICA TARA,C/ CASAS ALTAS SN,922563351.0,,922563499.0,380435,Tacoronte,38,SANTA CRUZ DE TENERIFE,5,CANARIAS,038350,12,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,info@clinicatara.com,0,1,0,0,0,0,0,0,0,0,1,1,0,"C/ CASAS ALTAS SN,Tacoronte,038350","Calle Casas Altas, Tacoronte, Canarias 38350, Spain","(28.4774582792554, -16.4036422816087, 0.0)",28.4774582792554,-16.4036422816087,0.0
390015,HOSPITAL UNIVERSITARIO MARQUÉS DE VALDECILLA,"AV. DE VALDECILLA, S/N",942202520.0,,942202655.0,390759,Santander,39,CANTABRIA,6,CANTABRIA,039008,923,1,GENERAL,1,SEGURIDAD SOCIAL,27,SERVICIO CÁNTABRO DE SALUD-SCS,S,N,N,,N,N,S,,N,dirger.humv@scsalud.es,4,3,0,2,3,1,0,3,3,1,1,0,16,"AV. DE VALDECILLA, S/N,Santander,039008","Avenida de Valdecilla, Santander, Autonomía de Cantabria 39008, Spain","(43.4568703103441, -3.83124563963819, 0.0)",43.4568703103441,-3.83124563963819,0.0
390041,HOSPITAL RAMÓN NEGRETE,AV. DEL FARO-PINTOR EDUARDO SANZ Nº 19,942204100.0,,942204111.0,390759,Santander,39,CANTABRIA,6,CANTABRIA,039012,30,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,10,MATEP,19,MATEP,N,N,N,,N,N,S,,S,secretaria@mutuamontanesa.es,0,1,0,0,0,0,0,0,0,0,0,0,0,"AV. DEL FARO-PINTOR EDUARDO SANZ Nº 19,Santander,039012","Santander, Cantabria, Spain","(43.46141052246094, -3.809303045272827, 0.0)",43.46141052246094,-3.809303045272827,0.0
390054,HOSPITAL SANTA CLOTILDE - ORDEN HOSPITALARIA SAN JUAN DE DIOS.,"AV. GENERAL DÁVILA, 35",942217711.0,,942218711.0,390759,Santander,39,CANTABRIA,6,CANTABRIA,039006,127,13,GERIATRÍA Y/O LARGA ESTANCIA,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,hsclotilde.gerencia@hsjd.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"AV. GENERAL DÁVILA, 35,Santander,039006","Calle del General Dávila 35, Santander, Autonomía de Cantabria 39006, Spain","(43.467650777003165, -3.801593670251428, 0.0)",43.467650777003165,-3.801593670251428,0.0
390067,CENTRO HOSPITALARIO PADRE MENNI,"AV. DE CANTABRIA, 52",942390060.0,,942391266.0,390759,Santander,39,CANTABRIA,6,CANTABRIA,039012,403,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,gerencia@mennisant.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"AV. DE CANTABRIA, 52,Santander,039012",Germany,"(51.09328079223633, 10.380292892456055, 0.0)",51.09328079223633,10.380292892456055,0.0
390134,HOSPITAL COMARCAL DE LAREDO,"AV. DE LOS DERECHOS HUMANOS, S/N",942638500.0,942638502.0,942607876.0,390358,Laredo,39,CANTABRIA,6,CANTABRIA,039770,131,1,GENERAL,1,SEGURIDAD SOCIAL,27,SERVICIO CÁNTABRO DE SALUD-SCS,N,N,N,,N,N,N,,N,gerencia.hlrd@scsalud.es,1,0,0,0,0,0,0,0,0,0,2,0,0,"AV. DE LOS DERECHOS HUMANOS, S/N,Laredo,039770","Laredo, TX, United States","(27.507129669189453, -99.50749206542969, 0.0)",27.507129669189453,-99.50749206542969,0.0
390149,HOSPITAL SIERRALLANA,"Bº. DE GANZO, S/N",942847400.0,,942847501.0,390876,Torrelavega,39,CANTABRIA,6,CANTABRIA,039300,301,1,GENERAL,1,SEGURIDAD SOCIAL,27,SERVICIO CÁNTABRO DE SALUD-SCS,S,N,N,,N,N,N,,N,secretaria.hsll@scsalud.es,3,1,0,0,0,0,0,0,0,0,2,0,0,"Bº. DE GANZO, S/N,Torrelavega,039300","Torrelavega, Cantabria, Spain","(43.35145568847656, -4.0470170974731445, 0.0)",43.35145568847656,-4.0470170974731445,0.0
390152,"CLÍNICA MOMPÍA, S.A.U.","AV. DE LOS CONDES, S/N. MOMPÍA",942584100.0,,942584114.0,390731,Santa Cruz de Bezana,39,CANTABRIA,6,CANTABRIA,039108,105,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,info@clinicamompia.com,1,1,0,0,0,0,0,1,0,0,1,0,0,"AV. DE LOS CONDES, S/N. MOMPÍA,Santa Cruz de Bezana,039108","Avenida de los Condes, Santa Cruz de Bezana, Autonomía de Cantabria 39108, Spain","(43.4339037500102, -3.91827049995957, 0.0)",43.4339037500102,-3.91827049995957,0.0
400019,COMPLEJO ASISTENCIAL DE SEGOVIA,"LUIS ERIK CLAVERÍA NEURÓLOGO, S/NÚM.",921419100.0,,921419149.0,401945,Segovia,40,SEGOVIA,7,CASTILLA Y LEÓN,040002,375,1,GENERAL,1,SEGURIDAD SOCIAL,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,S,N,,N,N,S,,N,gerente.hgse@saludcastillayleon.es,2,1,0,0,0,0,0,0,0,0,2,1,15,"LUIS ERIK CLAVERÍA NEURÓLOGO, S/NÚM.,Segovia,040002","Segovia, Castilla and Leon, Spain","(40.94942855834961, -4.119208812713623, 0.0)",40.94942855834961,-4.119208812713623,0.0
400030,HOSPITAL GENERAL DE SEGOVIA,"LUIS ERIK CLAVERÍA NEURÓLOGO, S/NÚM",921419100.0,,921419149.0,401945,Segovia,40,SEGOVIA,7,CASTILLA Y LEÓN,040002,0,1,GENERAL,1,SEGURIDAD SOCIAL,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,N,S,400019.0,N,N,S,,N,gerente.hgse@saludcastillayleon.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"LUIS ERIK CLAVERÍA NEURÓLOGO, S/NÚM,Segovia,040002","Segovia, Castilla and Leon, Spain","(40.94942855834961, -4.119208812713623, 0.0)",40.94942855834961,-4.119208812713623,0.0
400045,HOSPITAL RECOLETAS SEGOVIA NTRA. SRA. DE LA MISERICORDIA,"CALLE DR. VELASCO, 21-23",921460115.0,,921460117.0,401945,Segovia,40,SEGOVIA,7,CASTILLA Y LEÓN,040003,48,1,GENERAL,13,OTRO PRIVADO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,direccion.medica.hrsg@gruporecoletas.com,1,1,0,0,0,0,0,0,0,0,1,1,0,"CALLE DR. VELASCO, 21-23,Segovia,040003","Calle del Doctor Velasco, Segovia, Castilla y León 40001, Spain","(40.9527153036981, -4.12139828842369, 0.0)",40.9527153036981,-4.12139828842369,0.0
400058,UNIDAD DE REHABILITACIÓN PSIQUIÁTRICA NTRA. SRA. DE LA FUENCISLA,"CTRA. DE LA GRANJA, KM. 7",921421800.0,,921420080.0,401556,Palazuelos de Eresma,40,SEGOVIA,7,CASTILLA Y LEÓN,040194,56,6,PSIQUIÁTRICO,7,DIPUTACIÓN O CABILDO,16,DIPUTACIÓN O CABILDO,N,N,N,,N,N,N,,S,centrolafuencisla@dipsegovia.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CTRA. DE LA GRANJA, KM. 7,Palazuelos de Eresma,040194","Carretera de Palazuelos de Eresma 7, Segovia, Castilla y León 40004, Spain","(40.93256746393122, -4.0747972566522845, 0.0)",40.93256746393122,-4.0747972566522845,0.0
410016,HOSPITAL GENERAL DEL H.U. VIRGEN DEL ROCÍO,"AVDA. MANUEL SIUROT, S/N",955012000.0,,955013465.0,410917,Sevilla,41,SEVILLA,1,ANDALUCÍA,041013,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,410286.0,N,N,S,,N,huvr@hvr.sas.junta-andalucia.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"AVDA. MANUEL SIUROT, S/N,Sevilla,041013","Avenida Manuel Siurot, Sevilla, Andalucía 41013, Spain","(37.3656686456323, -5.98410602614636, 0.0)",37.3656686456323,-5.98410602614636,0.0
410021,HOSPITAL VIRGEN DE VALME,"CTRA. CÁDIZ-BELLAVISTA, KM. 548,9",955015000.0,,955015143.0,410917,Sevilla,41,SEVILLA,1,ANDALUCÍA,041014,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,410303.0,N,N,S,,N,hospitalvalme.sspa@juntadeandalucia.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CTRA. CÁDIZ-BELLAVISTA, KM. 548,9,Sevilla,041014","Seville, Andalusia, Spain","(37.38264083862305, -5.996294975280762, 0.0)",37.38264083862305,-5.996294975280762,0.0
410042,HOSPITAL VIRGEN MACARENA,"AVDA. DOCTOR FEDRIANI, 3",955008000.0,,955008021.0,410917,Sevilla,41,SEVILLA,1,ANDALUCÍA,041071,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,410299.0,N,N,S,,N,ahvm@hvm.sas.junta-andalucia.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"AVDA. DOCTOR FEDRIANI, 3,Sevilla,041071","Avenida Doctor Fedriani 3, Sevilla, Andalucía 41009, Spain","(37.4062828, -5.9872429, 0.0)",37.4062828,-5.9872429,0.0
410055,HOSPITAL SAN LÁZARO,"AVDA. DOCTOR FEDRIANI, 56",955017800.0,,955017941.0,410917,Sevilla,41,SEVILLA,1,ANDALUCÍA,041009,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,410299.0,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,"AVDA. DOCTOR FEDRIANI, 56,Sevilla,041009","Avenida Doctor Fedriani 56, Sevilla, Andalucía 41009, Spain","(37.4143226, -5.9831431, 0.0)",37.4143226,-5.9831431,0.0
